INSURANCE TYPE,VEHICLE TYPE,VEHICLE USE,VEHICLE MAKE,VEHICLE MODEL,VEHICLE MAKE YEAR,SUM INSURED,POLICY PREMIUM,Rate
Comprehensive,Car,Private,Land Rover,Discovery Sport,2018,35750000,475081.74,1.328899972
Comprehensive,Car,Private,Toyota,Hilux,1989,4500000,62342.02,1.385378222
Comprehensive,Car,Private,Suzuki,Alto,2007,2250000,32624.96,1.449998222
Comprehensive,Car,Private,Toyota,Allion,2013,15475000,207296.29,1.339555994
Comprehensive,Car,Private,BYD,Seal,2024,38950000,517346.45,1.328232221
Comprehensive,Car,Private,Honda,Vezel,2017,14750000,197720.85,1.340480339
Comprehensive,Car,Private,Suzuki,Wagon R Stingray,2015,5590000,76738.18,1.372776029
Comprehensive,Car,Private,Nissan,Wingroad,2001,2690000,38436.41,1.428862825
Comprehensive,Car,Private,Opel,Corsa,1998,1500000,22719.61,1.514640667
Comprehensive,Car,Private,Maruti Suzuki,Esteem,1995,1000000,16115.38,1.611538
Comprehensive,Car,Private,Micro,Panda,2011,2000000,29322.85,1.4661425
Comprehensive,Car,Private,Lexus,RX350,2004,7900000,107248.03,1.35757
Comprehensive,Car,Private,Toyota,Axio,2013,9575000,129371.11,1.351134308
Comprehensive,Car,Private,Toyota,Allion,2009,9800000,132343.32,1.350442041
Comprehensive,Car,Private,MG,MG4,2024,19200000,256495.15,1.33591224
Comprehensive,Car,Private,Mercedes Benz,CLK 240,2002,12950000,173947.2,1.343221622
Comprehensive,Car,Private,Hyundai,Tucson,2012,9200000,124418.44,1.352374348
Comprehensive,Car,Private,Toyota,Vitz,2018,9500000,128380.38,1.351372421
Comprehensive,Car,Private,Toyota,Aqua,2015,9400000,127059.73,1.351699255
Comprehensive,Car,Private,Isuzu,Gemini,1992,1025000,16445.29,1.604418537
Comprehensive,Car,Private,Volkswagen,Tiguan,2014,15000000,201022.97,1.340153133
Comprehensive,Car,Private,Land Rover,Range Rover,2013,19000000,253852.85,1.336067632
Comprehensive,Car,Private,DFSK,Glory,2021,99000000,1310465.53,1.323702556
Comprehensive,Car,Private,Honda,N-Box,2018,8950000,121116.32,1.353254972
Comprehensive,Car,Private,Suzuki,Wagon R Stingray,2015,5675000,77860.88,1.371997885
Comprehensive,Car,Private,Toyota,Belta,2010,7500000,101965.44,1.3595392
Comprehensive,Car,Private,Nissan,Patrol,2013,43000000,570837.16,1.327528279
Comprehensive,Car,Private,Toyota,Vitz,2017,7850000,106588.2,1.357811465
Comprehensive,Car,Private,Suzuki,Estilo,2011,3300000,46493.26,1.408886667
Comprehensive,Car,Private,Renault,KWID,2018,3625000,50786.11,1.400996138
Comprehensive,Car,Private,Bajaj,Qute,2019,1375000,21068.05,1.532221818
Comprehensive,Car,Private,Honda,CRV,2018,24000000,319891.21,1.332880042
Comprehensive,Car,Private,Honda,Fit,2012,6400000,87437.32,1.366208125
Comprehensive,Car,Private,Suzuki,Celerio,2014,4750000,65644.14,1.381981895
Comprehensive,Car,Private,Renault,KWID,2016,3150000,44511.79,1.413072698
Comprehensive,Car,Private,Toyota,Aqua,2012,6875000,93710.64,1.363063855
Comprehensive,Car,Private,Perodua,Viva Elite,2011,4550000,63002.85,1.384678022
Comprehensive,Car,Private,Toyota,Carina,1999,4500000,62342.02,1.385378222
Comprehensive,Car,Private,Micro,Trend,2011,1775000,26351.64,1.484599437
Comprehensive,Car,Private,Suzuki,Wagon R,2017,3800000,53096.49,1.397276053
Comprehensive,Car,Private,Toyota,FJ Cruiser,2014,36000000,478383.86,1.328844056
Comprehensive,Car,Private,Honda,Fit Shuttle,2014,9300000,125739.09,1.352033226
Comprehensive,Car,Private,Mitsubishi,Montero,2001,10500000,141587.85,1.348455714
Comprehensive,Car,Private,Suzuki,Wagon R Stingray,2018,7175000,97672.58,1.361290314
Comprehensive,Car,Private,Toyota,Starlet,1998,2950000,41870.49,1.419338644
Comprehensive,Car,Private,Micro,Kyron,2008,5200000,71587.55,1.376683654
Comprehensive,Car,Private,Toyota,Passo,2018,7890000,107116.06,1.357617997
Comprehensive,Car,Private,Toyota,Aqua,2015,8950000,121116.32,1.353254972
Comprehensive,Car,Private,Toyota,Aqua,2012,7650000,103946.91,1.358783137
Comprehensive,Car,Private,Suzuki,Wagon R,2017,6590000,89946.65,1.364896055
Comprehensive,Car,Private,Toyota,Passo,2007,4575000,63332.76,1.384322623
Comprehensive,Car,Private,Perodua,Viva Elite,2014,4750000,65644.14,1.381981895
Comprehensive,Car,Private,Perodua,Viva Elite,2012,4675000,64653.41,1.382960642
Comprehensive,Car,Private,Daihatsu,Mira,2012,5290000,72776.24,1.375732325
Comprehensive,Car,Private,Toyota,Soluna,2000,3175000,44841.7,1.412337008
Comprehensive,Car,Private,Toyota,Carina,1999,4125000,57389.35,1.39125697
Comprehensive,Car,Private,Toyota,IST,2002,5150000,70927.73,1.377237476
Comprehensive,Car,Private,DFSK,Glory,2021,9965000,134521.74,1.349942198
Comprehensive,Car,Private,Honda,N-Box,2015,6990000,95229.24,1.362363948
Comprehensive,Car,Private,Toyota,Hilux,2011,12900000,173286.38,1.343305271
Comprehensive,Car,Private,Toyota,Land Cruiser Prado,1986,7990000,108436.71,1.357155319
Comprehensive,Car,Private,Toyota,Axio,2015,11600000,156116.97,1.345835948
Comprehensive,Car,Private,DFSK,Glory,2016,4475000,62012.11,1.385745475
Comprehensive,Car,Private,Toyota,Carina,1991,1290000,19945.35,1.546151163
Comprehensive,Car,Private,Mercedes Benz,EQE 300,2024,79500000,1052916.35,1.324423082
Comprehensive,Car,Private,Mercedes Benz,EQE 300,2024,80000000,1059520.59,1.324400738
Comprehensive,Car,Private,Mercedes Benz,E220,2013,23850000,317910.74,1.332959078
Comprehensive,Car,Private,Mercedes Benz,CLA45,2017,38500000,511403.04,1.328319584
Comprehensive,Car,Private,Suzuki,Wagon R Stingray,2018,7500000,101965.44,1.3595392
Comprehensive,Car,Private,DFSK,580 SUV,2020,9200000,124418.44,1.352374348
Comprehensive,Car,Private,Nissan,Patrol,1992,8750000,118475.03,1.354000343
Comprehensive,Car,Private,Mazda,MR90,1995,1250000,19417.49,1.5533992
Comprehensive,Car,Private,Morris,Minor,1953,550000,10171.96,1.849447273
Comprehensive,Car,Private,Suzuki,Maruti,2011,1875000,27672.29,1.475855467
Comprehensive,Car,Private,Suzuki,Alto,2015,3290000,46361.29,1.409157751
Comprehensive,Car,Private,Toyota,Verossa,2001,5975000,81823.82,1.369436318
Comprehensive,Car,Private,Toyota,Allion,2012,11600000,156116.97,1.345835948
Comprehensive,Car,Private,Ford,Fiesta,2015,6200000,84795.03,1.367661774
Comprehensive,Car,Private,Suzuki,Swift,2013,6690000,91267.3,1.364234679
Comprehensive,Car,Private,Mitsubishi,eK Wagon,2015,5950000,81493.91,1.369645546
Comprehensive,Car,Private,Suzuki,Wagon R,2014,5675000,77860.88,1.371997885
Comprehensive,Car,Private,Volkswagen,Polo,2016,9200000,124418.44,1.352374348
Comprehensive,Car,Private,Nissan,X-Trail,2012,12450000,167342.97,1.344120241
Comprehensive,Car,Private,Toyota,Carina,1987,825000,13803.99,1.673210909
Comprehensive,Car,Private,Honda,Civic,1997,3450000,48474.73,1.405064638
Comprehensive,Car,Private,Honda,Insight,2011,7400000,100644.79,1.36006473
Comprehensive,Car,Private,Toyota,Vitz,2019,9700000,131021.67,1.350738866
Comprehensive,Car,Private,Chery,QQ,2007,1390000,21267,1.53
Comprehensive,Car,Private,Suzuki,Alto,2015,3225000,45502.52,1.410930853
Comprehensive,Car,Private,Mitsubishi,Montero,2013,35500000,471779.63,1.328956704
Comprehensive,Car,Private,Micro,MX 7,2013,2600000,37247.73,1.432605
Comprehensive,Car,Private,Toyota,Axio,2007,7975000,108238.76,1.357225831
Comprehensive,Car,Private,Suzuki,SX4,2007,5100000,70266.91,1.377782549
Comprehensive,Car,Private,Toyota,Avanza,2010,6700000,91399.26,1.36416806
Comprehensive,Car,Private,Suzuki,Ignis,2016,7190000,97870.53,1.361203477
Comprehensive,Car,Private,Nissan,Qashqai,2018,15800000,211589.15,1.339171835
Comprehensive,Car,Private,Mahindra,KUV100,2024,6495000,88691.98,1.365542417
Comprehensive,Car,Private,Honda,CRV,2002,5500000,75549.5,1.373627273
Comprehensive,Car,Private,Toyota,Vitz,2008,5600000,76871.14,1.372698929
Comprehensive,Car,Private,Land Rover,Range Rover Velar,2018,63500000,841593.81,1.325344583
Comprehensive,Car,Private,Honda,Honda,2018,18450000,246588.8,1.336524661
Comprehensive,Car,Private,Suzuki,Maruti,2000,1225000,19087.58,1.558169796
Comprehensive,Car,Private,Hyundai,Tucson,2011,7150000,97342.67,1.361435944
Comprehensive,Car,Private,Nissan,Sunny,1990,1350000,20738.14,1.536158519
Comprehensive,Car,Private,Morris,Mini,1960,2200000,31965.14,1.452960909
Comprehensive,Car,Private,Nissan,X-Trail,2015,13000000,174607.03,1.343131
Comprehensive,Car,Private,Toyota,Premio,2013,12600000,169324.44,1.343844762
Comprehensive,Car,Private,Mitsubishi,Eclipse Cross,2019,21000000,280268.8,1.334613333
Comprehensive,Car,Private,Mitsubishi,Montero,2015,36500000,484987.1,1.328731781
Comprehensive,Car,Private,Suzuki,Alto,2015,3225000,45502.52,1.410930853
Comprehensive,Car,Private,DFSK,Glory,2021,12900000,173286.38,1.343305271
Comprehensive,Car,Private,DFSK,Glory,2021,9600000,129701.03,1.351052396
Comprehensive,Car,Private,Nissan,Sunny,1999,2850000,40549.85,1.422801754
Comprehensive,Car,Private,Honda,S660,2016,7400000,100644.79,1.36006473
Comprehensive,Car,Private,Perodua,Axia,2016,5850000,80172.26,1.370465983
Comprehensive,Car,Private,Kia,Rio,2002,2250000,32624.96,1.449998222
Comprehensive,Car,Private,Suzuki,Wagon R,2018,6090000,83342.41,1.368512479
Comprehensive,Car,Private,Mitsubishi,Eclipse Cross,2020,24000000,319891.21,1.332880042
Comprehensive,Car,Private,Toyota,Harrier,2017,31000000,412345.51,1.330146806
Comprehensive,Car,Private,Nissan,Sunny,1997,2685000,38370.43,1.429066294
Comprehensive,Car,Private,Maruti Suzuki,Alto,2012,2800000,39889.02,1.424607857
Comprehensive,Car,Private,Peugeot,5008,2018,21000000,280268.8,1.334613333
Comprehensive,Car,Private,Toyota,Vitz,2018,10100000,136305.26,1.34955703
Comprehensive,Car,Private,Honda,Fit Shuttle,2012,7950000,107908.85,1.357344025
Comprehensive,Car,Private,Toyota,Corolla,2000,3150000,44511.79,1.413072698
Comprehensive,Car,Private,Maruti Suzuki,800,2004,1600000,24040.26,1.50251625
Comprehensive,Car,Private,Nissan,Sunny,1980,600000,10832.79,1.805465
Comprehensive,Car,Private,Mitsubishi,L200,2014,15650000,209607.68,1.339346198
Comprehensive,Car,Private,Nissan,X-Trail,2010,10250000,138286.73,1.349138829
Comprehensive,Car,Private,BMW,520d,2006,11800000,158758.26,1.345408983
Comprehensive,Car,Private,Renault,KWID,2016,3375000,47483.99,1.406933037
Comprehensive,Car,Private,Peugeot,5008,2018,23590000,314476.66,1.33309309
Comprehensive,Car,Private,Toyota,Hilux,2018,27000000,359514.62,1.33153563
Comprehensive,Car,Private,Toyota,Raize,2019,15950000,213569.62,1.338994483
Comprehensive,Car,Private,Mercedes Benz,SLK 200,2015,21000000,280268.8,1.334613333
Comprehensive,Car,Private,DFSK,Glory,2020,5200000,71587.55,1.376683654
Comprehensive,Car,Private,Honda,Fit Shuttle,2011,9500000,128380.38,1.351372421
Comprehensive,Car,Private,Honda,Vezel,2014,9600000,129701.03,1.351052396
Comprehensive,Car,Private,Toyota,Vitz,2015,7500000,101965.44,1.3595392
Comprehensive,Car,Private,Nissan,Navara,1987,1275000,19747.41,1.548816471
Comprehensive,Car,Private,Toyota,Aqua,2013,8000000,108568.67,1.357108375
Comprehensive,Car,Private,Mazda,CX-5,2014,14000000,187815.5,1.341539286
Comprehensive,Car,Private,Nissan,Sunny,1984,790000,13342.12,1.688875949
Comprehensive,Car,Private,Toyota,Hilux,2019,8200000,111210.97,1.356231341
Comprehensive,Car,Private,Honda,Civic,1987,900000,14794.73,1.643858889
Comprehensive,Car,Private,Nissan,Presea,1996,2680000,38304.45,1.429270522
Comprehensive,Car,Private,Honda,CRV,2019,24900000,331778.03,1.332441888
Comprehensive,Car,Private,Toyota,Tank,2017,9750000,131682.5,1.350589744
Comprehensive,Car,Private,Toyota,Axio,2015,10750000,144889.97,1.347813674
Comprehensive,Car,Private,Toyota,CHR,2018,18000000,240645.38,1.336918778
Comprehensive,Car,Private,Micro,Rexton,2009,7500000,101965.44,1.3595392
Comprehensive,Car,Private,Honda,Vezel,2014,9850000,133003.14,1.350285685
Comprehensive,Car,Private,Volkswagen,Golf,1989,1200000,18756.67,1.563055833
Comprehensive,Car,Private,Toyota,Passo,2016,7590000,103154.12,1.359079315
Comprehensive,Car,Private,Suzuki,Hustler,2017,6325000,86446.58,1.366744348
Comprehensive,Car,Private,Peugeot,406,1999,2275000,32954.88,1.448566154
Comprehensive,Car,Private,Mitsubishi,Lancer,1991,1250000,19417.49,1.5533992
Comprehensive,Car,Private,Nissan,March,2000,2950000,41870.49,1.419338644
Comprehensive,Car,Private,Micro,Kyron,2008,5500000,75549.5,1.373627273
Comprehensive,Car,Private,Perodua,Kenari,2008,3200000,45172.61,1.411644063
Comprehensive,Car,Private,Mitsubishi,Pajero,1991,8525000,115502.82,1.354871789
Comprehensive,Car,Private,DFSK,Glory,2021,9790000,132210.36,1.35046333
Comprehensive,Car,Private,DFSK,Glory,2021,11990000,161267.59,1.345017431
Comprehensive,Car,Private,Suzuki,Spacia,2016,6550000,89417.79,1.365157099
Comprehensive,Car,Private,Micro,X25,2019,6850000,93380.73,1.363222336
Comprehensive,Car,Private,Suzuki,Celerio,2015,4875000,67294.7,1.380404103
Comprehensive,Car,Private,Audi,A4,2024,62250000,825084.22,1.325436498
Comprehensive,Car,Private,Mercedes Benz,CLA 200,2019,27450000,365458.03,1.331358944
Comprehensive,Car,Private,Mitsubishi,RVR,2000,3650000,51116.02,1.400438904
Comprehensive,Car,Private,Nissan,March,2002,3625000,50786.11,1.400996138
Comprehensive,Car,Private,Toyota,Vitz,2016,7975000,108238.76,1.357225831
Comprehensive,Car,Private,Nissan,Sunny,1991,2100000,30643.49,1.45921381
Comprehensive,Car,Private,Suzuki,Vitara,1994,3000000,42531.32,1.417710667
Comprehensive,Car,Private,Tesla,Model 3,2024,41000000,544421.22,1.327856634
Comprehensive,Car,Private,Chevrolet,Aveo,2008,2850000,40549.85,1.422801754
Comprehensive,Car,Private,BMW,X3,2015,27000000,359514.62,1.33153563
Comprehensive,Car,Private,Toyota,Hilux,2004,5500000,75549.5,1.373627273
Comprehensive,Car,Private,Perodua,Axia,2017,6290000,85983.71,1.36699062
Comprehensive,Car,Private,Suzuki,A-Star,2012,4275000,59370.82,1.388791111
Comprehensive,Car,Private,Suzuki,Wagon R,2018,6790000,92587.94,1.363592636
Comprehensive,Car,Private,Honda,Civic,1998,3575000,50125.29,1.402106014
Comprehensive,Car,Private,Suzuki,Alto,2015,3325000,46823.17,1.408215639
Comprehensive,Car,Private,Suzuki,Celerio,2016,4975000,68616.35,1.379223116
Comprehensive,Car,Private,Toyota,Premio,2014,13500000,181211.26,1.34230563
Comprehensive,Car,Private,Honda,Vezel,2016,13750000,184513.38,1.341915491
Comprehensive,Car,Private,Kia,Sportage,2007,5500000,75549.5,1.373627273
Comprehensive,Car,Private,Hyundai,Accent,2007,3450000,48474.73,1.405064638
Comprehensive,Car,Private,Suzuki,Swift,2004,4100000,57059.44,1.391693659
Comprehensive,Car,Private,Toyota,Aqua,2014,7250000,98663.32,1.360873379
Comprehensive,Car,Private,Toyota,Carina,1971,295000,6803.86,2.30639322
Comprehensive,Car,Private,Mercedes Benz,C180,2014,21000000,280268.8,1.334613333
Comprehensive,Car,Private,Mitsubishi,Montero,2012,17500000,234042.15,1.337383714
Comprehensive,Car,Private,Suzuki,Grand Vitara,2007,7790000,105795.41,1.358092555
Comprehensive,Car,Private,Mini,Cooper,2002,6500000,88757.97,1.365507231
Comprehensive,Car,Private,Honda,Fit Shuttle,2011,7800000,105927.38,1.358043333
Comprehensive,Car,Private,Toyota,Land Cruiser Sahara,2011,64500000,854801.28,1.325273302
Comprehensive,Car,Private,Toyota,Vitz,2008,6790000,92587.94,1.363592636
Comprehensive,Car,Private,Toyota,Hilux,2007,13800000,185173.2,1.341834783
Comprehensive,Car,Private,Toyota,Vitz,2011,6290000,85983.71,1.36699062
Comprehensive,Car,Private,Nissan,Sunny,1995,2700000,38568.38,1.428458519
Comprehensive,Car,Private,Toyota,Corolla,1984,720000,12417.36,1.724633333
Comprehensive,Car,Private,Nissan,March,2000,2575000,36917.82,1.433701748
Comprehensive,Car,Private,Mazda,Demio,1997,2575000,36917.82,1.433701748
Comprehensive,Car,Private,Audi,A4,2011,11000000,148192.09,1.347200818
Comprehensive,Car,Private,Mercedes Benz,C200,2019,35000000,465175.39,1.329072543
Comprehensive,Car,Private,Mazda,Axela,2011,5500000,75549.5,1.373627273
Comprehensive,Car,Private,Nissan,Leaf,2012,6650000,90738.44,1.36448782
Comprehensive,Car,Private,Toyota,Sienta,2016,14900000,199702.32,1.340284027
Comprehensive,Car,Private,Honda,Civic,2008,7190000,97870.53,1.361203477
Comprehensive,Car,Private,Nissan,Dayz,2015,5475000,75219.58,1.373873607
Comprehensive,Car,Private,Mitsubishi,Montero,2009,19900000,265740.68,1.335380302
Comprehensive,Car,Private,Suzuki,Wagon R,2017,5790000,79380.47,1.370992573
Comprehensive,Car,Private,Daihatsu,Mira,2015,5475000,75219.58,1.373873607
Comprehensive,Car,Private,Audi,A3,2015,20000000,267061.33,1.33530665
Comprehensive,Car,Private,Micro,Panda Cross,2014,2850000,40549.85,1.422801754
Comprehensive,Car,Private,Mitsubishi,Eclipse Cross,2019,20500000,273664.56,1.334949073
Comprehensive,Car,Private,Zotye,Z100,2019,3250000,45832.44,1.410228923
Comprehensive,Car,Private,Nissan,Sunny,2001,3350000,47153.08,1.407554627
Comprehensive,Car,Private,Suzuki,Swift,2007,5400000,74228.85,1.374608333
Comprehensive,Car,Private,Toyota,Corolla,1988,1250000,19417.49,1.5533992
Comprehensive,Car,Private,Mitsubishi,Lancer,1981,700000,12153.43,1.736204286
Comprehensive,Car,Private,Nissan,Sunny,1991,1800000,26681.55,1.482308333
Comprehensive,Car,Private,Toyota,Aqua,2013,8000000,108568.67,1.357108375
Comprehensive,Car,Private,Perodua,Kenari,2008,3000000,42531.32,1.417710667
Comprehensive,Car,Private,BMW,i7,2024,145000000,1918018.2,1.322771172
Comprehensive,Car,Private,Suzuki,Wagon R,2017,6480000,88493.04,1.365633333
Comprehensive,Car,Private,Proton,Wira,2001,1900000,28002.2,1.4738
Comprehensive,Car,Private,Honda,City,2019,16500000,220833.68,1.338385939
Comprehensive,Car,Private,Datsun,Redi Go,2018,3300000,46493.26,1.408886667
Comprehensive,Car,Private,Micro,Glory,2016,3650000,51116.02,1.400438904
Comprehensive,Car,Private,Toyota,Tercel,1997,3000000,42531.32,1.417710667
Comprehensive,Car,Private,Mercedes Benz,EQS 450,2023,145000000,1918018.2,1.322771172
Comprehensive,Car,Private,Nissan,Presea,1999,1700000,25360.91,1.491818235
Comprehensive,Car,Private,Toyota,Yaris,2012,8250000,111870.79,1.356009576
Comprehensive,Car,Private,Volkswagen,ID-4 STYLISH,2024,37500000,498194.57,1.328518853
Comprehensive,Car,Private,Nissan,Sunny,2000,3700000,51775.85,1.399347297
Comprehensive,Car,Private,Toyota,Corolla,2000,5700000,78191.79,1.371785789
Comprehensive,Car,Private,Suzuki,SX4,2010,6190000,84663.06,1.367739257
Comprehensive,Car,Private,Suzuki,Swift,2006,4390000,60889.41,1.387002506
Comprehensive,Car,Private,Honda,Vezel,2016,13690000,183720.59,1.342005771
Comprehensive,Car,Private,Honda,Fit,2011,6890000,93908.59,1.362969376
Comprehensive,Car,Private,Maruti Suzuki,800,2008,1775000,26351.64,1.484599437
Comprehensive,Car,Private,Perodua,Viva Elite,2010,4290000,59568.77,1.388549417
Comprehensive,Car,Private,Toyota,Hilux,1988,6000000,82153.73,1.369228833
Comprehensive,Car,Private,Toyota,Aqua,2012,7200000,98002.5,1.361145833
Comprehensive,Car,Private,Micro,Panda,2015,1375000,21068.05,1.532221818
Comprehensive,Car,Private,Mazda,Familia,1988,830000,13869.98,1.671081928
Comprehensive,Car,Private,Suzuki,Alto,2016,6050000,82814.55,1.368835537
Comprehensive,Car,Private,Ssang Yong,Kyron,2008,5290000,72776.24,1.375732325
Comprehensive,Car,Private,Toyota,Vitz,2016,8050000,109229.5,1.356888199
Comprehensive,Car,Private,Land Rover,Defender,2009,20800000,277627.5,1.334747596
Comprehensive,Car,Private,Nissan,X-Trail,2014,13000000,174607.03,1.343131
Comprehensive,Car,Private,Toyota,Hilux,2008,10350000,139607.38,1.348863575
Comprehensive,Car,Private,Toyota,Vitz,2018,9290000,125607.12,1.35206803
Comprehensive,Car,Private,Maruti Suzuki,800,2005,1625000,24370.17,1.499702769
Comprehensive,Car,Private,Tata,Indica,2014,2275000,32954.88,1.448566154
Comprehensive,Car,Private,Audi,A4,2018,32000000,425552.98,1.329853063
Comprehensive,Car,Private,Suzuki,Maruti,2012,2075000,30313.58,1.460895422
Comprehensive,Car,Private,Toyota,Prius,2013,10100000,136305.26,1.34955703
Comprehensive,Car,Private,Micro,Panda,2015,2400000,34606.44,1.441935
Comprehensive,Car,Private,BMW,318i,2017,23800000,317249.91,1.332982815
Comprehensive,Car,Private,Nissan,Sunny,1989,1250000,19417.49,1.5533992
Comprehensive,Car,Private,Honda,S660,2015,6590000,89946.65,1.364896055
Comprehensive,Car,Private,Honda,Fit,2014,9075000,122766.88,1.352803085
Comprehensive,Car,Private,Suzuki,Wagon R Stingray,2018,7800000,105927.38,1.358043333
Comprehensive,Car,Private,Suzuki,Wagon R,2017,5600000,76871.14,1.372698929
Comprehensive,Car,Private,Kia,Sorento,2010,16000000,214230.44,1.33894025
Comprehensive,Car,Private,Micro,Panda,2014,2475000,35597.17,1.438269495
Comprehensive,Car,Private,DFSK,Glory,2020,5150000,70927.73,1.377237476
Comprehensive,Car,Private,Honda,Fit,2015,9000000,121777.14,1.353079333
Comprehensive,Car,Private,Mitsubishi,Lancer,1975,750000,12813.26,1.708434667
Comprehensive,Car,Private,Toyota,Passo,2008,5100000,70266.91,1.377782549
Comprehensive,Car,Private,Micro,MX 7,2013,2475000,35597.17,1.438269495
Comprehensive,Car,Private,Audi,A4,2010,10700000,144230.14,1.347945234
Comprehensive,Car,Private,Daihatsu,Mira,2018,6150000,84135.2,1.368052033
Comprehensive,Car,Private,Mitsubishi,Outlander,2014,21900000,292155.62,1.334043927
Comprehensive,Car,Private,Honda,CRV,2015,16500000,220833.68,1.338385939
Comprehensive,Car,Private,Toyota,Axio,2014,9800000,132343.32,1.350442041
Comprehensive,Car,Private,Suzuki,Alto,2011,2650000,37908.55,1.430511321
Comprehensive,Car,Private,Suzuki,Celerio,2015,4925000,67955.52,1.379807513
Comprehensive,Car,Private,Toyota,Hilux,2009,7400000,100644.79,1.36006473
Comprehensive,Car,Private,Toyota,Camry,1992,1550000,23379.44,1.508350968
Comprehensive,Car,Private,Toyota,Axio,2015,12500000,168003.79,1.34403032
Comprehensive,Car,Private,Toyota,Axio,2015,12300000,165362.5,1.344410569
Comprehensive,Car,Private,Mitsubishi,L200,2007,8850000,119795.67,1.35362339
Comprehensive,Car,Private,Mitsubishi,Pajero,2000,4450000,61682.2,1.386116854
Comprehensive,Car,Private,Suzuki,Swift,2008,5450000,74889.67,1.374122385
Comprehensive,Car,Private,Toyota,Vitz,2010,5900000,80833.08,1.370052203
Comprehensive,Car,Private,Suzuki,Wagon R,2017,6990000,95229.24,1.362363948
Comprehensive,Car,Private,Toyota,IST,2007,7090000,96549.88,1.361775458
Comprehensive,Car,Private,Mahindra,KUV100,2020,5290000,72776.24,1.375732325
Comprehensive,Car,Private,Proton,Saga,2009,3250000,45832.44,1.410228923
Comprehensive,Car,Private,Suzuki,Swift,2003,4190000,58248.12,1.390169928
Comprehensive,Car,Private,Mahindra,KUV100,2021,5395000,74162.87,1.374659314
Comprehensive,Car,Private,Honda,Insight,2012,8500000,115172.91,1.354975412
Comprehensive,Car,Private,Toyota,Aqua,2014,6800000,92719.91,1.363528088
Comprehensive,Car,Private,Toyota,Vitz,2007,5475000,75219.58,1.373873607
Comprehensive,Car,Private,Peugeot,405,1996,1200000,18756.67,1.563055833
Comprehensive,Car,Private,Toyota,Vitz,2018,9600000,129701.03,1.351052396
Comprehensive,Car,Private,Mitsubishi,Montero,2014,38000000,504798.8,1.328417895
Comprehensive,Car,Private,Volvo,XC90,2017,46000000,610459.57,1.327086022
Comprehensive,Car,Private,Toyota,Axio,2018,15750000,210928.32,1.339227429
Comprehensive,Car,Private,Toyota,Premio,2017,19690000,262966.42,1.335532859
Comprehensive,Car,Private,Mini,Countryman,2013,16900000,226117.27,1.337972012
Comprehensive,Car,Private,Suzuki,Swift,2007,5550000,76210.32,1.373158919
Comprehensive,Car,Private,Nissan,Pulsar,2003,2950000,41870.49,1.419338644
Comprehensive,Car,Private,Honda,Vezel,2017,14350000,192437.26,1.341026202
Comprehensive,Car,Private,Suzuki,Alto,2010,2475000,35597.17,1.438269495
Comprehensive,Car,Private,Suzuki,Alto,2011,2690000,38436.41,1.428862825
Comprehensive,Car,Private,Toyota,Soluna,2000,3225000,45502.52,1.410930853
Comprehensive,Car,Private,MG,ZS,2019,9890000,133532,1.350171891
Comprehensive,Car,Private,Toyota,Tank,2018,8875000,120125.59,1.353527775
Comprehensive,Car,Private,Hyundai,Tucson,2011,8450000,114512.09,1.355172663
Comprehensive,Car,Private,Toyota,Vitz,2010,6150000,84135.2,1.368052033
Comprehensive,Car,Private,Honda,Vezel,2017,15100000,202343.62,1.340023974
Comprehensive,Car,Private,Toyota,Axio,2020,14300000,191777.44,1.341100979
Comprehensive,Car,Private,Suzuki,Celerio,2015,4250000,59039.91,1.389174353
Comprehensive,Car,Private,Suzuki,Alto,2011,2975000,42200.41,1.418501176
Comprehensive,Car,Private,Kia,Sorento,2012,14000000,187815.5,1.341539286
Comprehensive,Car,Private,Nissan,Wingroad,1999,2590000,37115.77,1.433041313
Comprehensive,Car,Private,Micro,Panda,2015,2590000,37115.77,1.433041313
Comprehensive,Car,Private,Honda,Vezel,2014,10650000,143569.32,1.348068732
Comprehensive,Car,Private,Honda,Vezel,2014,10650000,143569.32,1.348068732
Comprehensive,Car,Private,Toyota,Prius,2014,11475000,154465.41,1.346103791
Comprehensive,Car,Private,Mitsubishi,Outlander,2013,12750000,171305.91,1.343575765
Comprehensive,Car,Private,Toyota,Estima,2002,7250000,98663.32,1.360873379
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2007,730000,16340.11,2.238371233
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,1295000,27888.83,2.153577606
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,1025000,22369.97,2.182436098
Comprehensive,Three wheeler,Private,Bajaj ,RE ,1996,360000,8777.23,2.438119444
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2013,1110000,24107.39,2.171836937
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2016,455000,10719.05,2.355835165
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2006,600000,13682.88,2.28048
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2017,1365000,29319.65,2.147959707
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2014,300000,7550.81,2.516936667
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2010,100000,3462.77,3.46277
Comprehensive,Three wheeler,Private,Bajaj ,RE ,2015,1265000,27275.62,2.156175494
